"AidData Project ID","gef_id","Agency","Lead agency","Secondary agency(ies)","Region","List of regions","Country","List of participating countries","Countries listed by Code (ISO 3166-1 alpha-2)","Focal Area","Focal Area single-letter-code","List of project's focal areas","Title(2)","GEF replenishment phase","Type acronym","Type","Status","Trust Fund acronym","Trust Fund","Executing partner / agency","Type of executing partner / agency","Type acronym of parent (or empty if standalone)","Category (empty: standalone, parent, child)","Biosafety project?","Targeted research project?","National Capacity Self Assessement (NCSA)?","National Adaptation Programme of Action (NAPA)?","isNonExpedited","National Portfolio Formulation Exercises (NPFE)?","National communications project?","Small Grants Programme (SGP)?","Sustainable Forest Management (SFM)?","Requires second review?","Primary GEFSEC Program Manager","ID of secondary GEFSEC Program Manager","UNDP Project ID","World Bank Project ID","GEF3 OP list","GEF4 SP list","GEF4 SP-ID list","GEF5 FA Objective list","Keyword ID list","Code of business plan allocation item","World Bank Trust Fund number","(Sum of all) Approved PPG(s)","Project Preparation Grant (PPG)","Project Development Facility block A (PDF-A)","Project Development Facility block B (PDF-B)","Project Development Facility block C (PDF-C)","Pre-Investment Facility (PRIF)","Agency fees paid separately for PPG","Agency fees paid separately for PDF-B","GEF Project Grant PIF stage","GEF Project Grant CEO approve stage","GEF Project Grant CEO endorse stage","Agency Fee PIF stage","Agency Fee CEO approve stage","Agency Fee CEO endorse stage","Cofinance PIF stage","Cofinance CEO approve stage","Cofinance CEO endorse stage","Date of receipt or first PMIS entry","PIF Clearance or PIF Approval Date","Expected date of entry into work program","Date of entry into work program","Date of project approval","Date of CEO approval (MSP / EA)","Date of CEO endorsement (FSP)","Date of dropping (before project approval)","Date of cancelation (after project approval)","Date of PIF rejection by CEO","Date of technical rejection by Program Manager","Date of rejection by CEO at CEO approve stage","Date of rejection by CEO at CEO endorse stage","Date of Parent / Program rejection by Council","Date of approval by Agency","Expected date of Grant signing","Actual date of Grant signing","Expected date of implementation start","Actual date of implementation start","Expected date of closure","Actual date of closure","Expected date of financial closure","Date of financial closure","Expected date of Internal Completion Report (ICR)","Date of Internal Completion Report (ICR)","Expected date of Parent endorsement by Council","Date of Parent endorsement by Council","Expected date of effectiveness","Date of effectiveness","Expected date of mid term review","Date of mid term review","GEFNewRegionList"
"906001153113","3491","UNDP","UNDP","","LAC","","St. Vincent and Grenadines","","VC","Land Degradation","L","L","LDC/SIDS Portfolio Project: Capacity Building and Mainstreaming of Sustainable Land Management in St. Vincent and the Grenadines","GEF - 3","MSP","Medium Size Project","Under Implmentation","GET","GEF Trust Fund","Ministry of Health and Environment","Government","PAS","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","3416","","-15-","","","","","","","0","","","","","","","","","","","","","","","","","27-Sep-07","","","","","","","","","","","","","","23-Apr-08","","","","23-Apr-08","","","","","","","","","","","","","SIDS,"
"906001153115","3492","UNDP","UNDP","","Asia","","Nauru","","NR","Land Degradation","L","L","LDC/SIDS Portfolio Project: Capacity Building for Sustainable Land Management for Nauru","GEF - 3","MSP","Medium Size Project","Under Implmentation","GET","GEF Trust Fund","Ministry for Commerce, Industry and Resources (CIR) ","Government","PAS","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","3399","","-15-","","","","","","","0","","","","","","","","","","","","","","","","","27-Sep-07","","","","","","","","","","","","","","24-Apr-06","","","","24-Apr-06","","","","","","","","","","","","","SIDS,"
"906001153117","3493","UNDP","UNDP","","Asia","","Fiji","","FJ","Land Degradation","L","L","LDC/SIDS Portfolio Project: Capacity Building and Mainstreaming of Sustainable Land Management","GEF - 3","MSP","Medium Size Project","Under Implmentation","GET","GEF Trust Fund","Department of Land Resources Planning & Development of the Ministry of Agriculture","Government","PAS","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","3396","","-15-","","","","","","","0","","","","","","","","","","","","","","","","","27-Sep-07","","","","","","","","","","","","","","14-Mar-08","","","","14-Mar-08","","","","","","","","","","","","","SIDS,"
"906001153119","3494","UNDP","UNDP","","LAC","","St. Kitts And Nevis","","KN","Land Degradation","L","L","LDC/SIDS Portfolio Project: Capacity Building for Sustainable Land Management in St. Kitts and Nevis","GEF - 3","MSP","Medium Size Project","Under Implmentation","GET","GEF Trust Fund","Ministry of Sustainable Development","Government","PAS","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","3415","","-15-","","","","","","","0","","","","","","","","","","","","","","","","","27-Sep-07","","","","","","","","","","","","","","23-Apr-08","","","","23-Apr-08","","","","","","","","","","","","","SIDS,"
"906001153121","3497","UNDP","UNDP","","LAC","","Barbados","","BB","Land Degradation","L","L","LDC/SIDS Portfolio Project: Capacity Building for Sustainable Land Management in Barbados","GEF - 3","MSP","Medium Size Project","Under Implmentation","GET","GEF Trust Fund","Ministry of Housing Lands and the Environment","Government","PAS","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","3408","","-15-","","","","","","","0","","","","","","","","","","","","","","","","","27-Sep-07","","","","","","","","","","","","","","28-Jul-05","","","","28-Jul-05","","","","","","","","","","","","","SIDS,"
"906001153123","3498","UNDP","UNDP","","Asia","","Micronesia","","FM","Land Degradation","L","L","LDC/SIDS Portfolio Project: Capacity Building for Sustainable Land Management in the FSM","GEF - 3","MSP","Medium Size Project","Under Implmentation","GET","GEF Trust Fund","Department of Economic Affairs","Government","PAS","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","3398","","-15-","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15-Apr-08","","","","15-Apr-08","","","","","","","","","","","","","SIDS,"
"906001153125","3500","UNDP","UNDP","","LAC","","St. Lucia","","LC","Land Degradation","L","L","LDC/SIDS Portfolio Project: Capacity building and Mainstreaming of Sustainable Land Management in Saint Lucia","GEF - 3","MSP","Medium Size Project","Under Implmentation","GET","GEF Trust Fund","Ministry of Physical Development Environment and Housing","Government","PAS","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","3450","","-15-","","","","","","","0","","","","","","","","","","","","","","","","","1-Oct-07","","","","","","","","","","","","","","23-Apr-08","","","","23-Apr-08","","","","","","","","","","","","","SIDS,"
"906001153127","3501","UNDP","UNDP","","Asia","","Palau","","PU","Land Degradation","L","L","LDC/SIDS Portfolio Project: Capacity Building for Sustainable Land Management for Mitigation of Land Degradation in Palau","GEF - 3","MSP","Medium Size Project","Under Implmentation","GET","GEF Trust Fund","PALARIS, under the Ministry of Resources and Development","Government","PAS","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","3401","","-15-","","","","","","","0","","","","","","","","","","","","","","","","","1-Oct-07","","","","","","","","","","","","","","6-Feb-08","","","","6-Feb-08","","","","","","","","","","","","","SIDS,"
"906001153129","3502","UNDP","UNDP","","Asia","","Vanuatu","","VU","Land Degradation","L","L","LDC/SIDS Portfolio Project: Capacity Building and Mainstreaming for Sustainable Land Management in Vanuatu","GEF - 3","MSP","Medium Size Project","Under Implmentation","GET","GEF Trust Fund","Department of Lands, within the Ministry of Lands and Natural Resources","Government","PAS","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","3716","","-15-","","","","","","","0","","","","","","","","","","","","","","","","","1-Oct-07","","","","","","","","","","","","","","8-Apr-08","","","","8-Apr-08","","","","","","","","","","","","","SIDS,"
"906001153131","3503","UNDP","UNDP","","Asia","","Papua New Guinea","","PG","Land Degradation","L","L","LDC/SIDS Portfolio Project: Capacity Building for Sustainable Land Management in Papua New Guinea","GEF - 3","MSP","Medium Size Project","Under Implmentation","GET","GEF Trust Fund","Greenhouse Office Ministry of Environment and Conservation (DEC)","Government","PAS","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","3402","","-15-","","","","","","","0","","","","","","","","","","","","","","","","","1-Oct-07","","","","","","","","","","","","","","7-Sep-05","","","","7-Sep-05","","","","","","","","","","","","","SIDS,"
"906001153133","3504","UNDP","UNDP","","Asia","","Tuvalu","","TV","Land Degradation","L","L","LDC/SIDS Portfolio Project: Capacity Building for Sustainable Land Management in Tuvalu","GEF - 3","MSP","Medium Size Project","Under Implmentation","GET","GEF Trust Fund","Department of Environment (DoE), in conjunction with the Department of Lands (GIS) and Department of Agriculture","Government","PAS","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","3407","","-15-","","","","","","","0","","","","","","","","","","","","","","","","","1-Oct-07","","","","","","","","","","","","","","6-Jun-08","","","","6-Jun-08","","","","","","","","","","","","","SIDS,"
"906001153135","3505","UNDP","UNDP","","Asia","","Maldives","","MV","Land Degradation","L","L","LDC/SIDS Portfolio Project: Building Capacity and Mainstreaming Sustainable LandManagement in Maldives","GEF - 3","MSP","Medium Size Project","Under Implmentation","GET","GEF Trust Fund","MHUD","Government","PAS","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","3791","","-15-","","","","","","","0","","","","","","","","","","","","","","","","","1-Oct-07","","","","","","","","","","","","","","8-Jun-08","","","","8-Jun-08","","","","","","","","","","","","","SIDS,"
"906001153137","3506","UNDP","UNDP","","AFR","","Equatorial Guinea","","GQ","Land Degradation","L","L","LDC/SIDS Portfolio Project: Strengthening of Legal, Institutional and Individual Capacities for the Sustainable Land and Forest Management in Equatorial Guinea","GEF - 3","MSP","Medium Size Project","Under Implmentation","GET","GEF Trust Fund","Ministry of Fisheries and Environment","Government","PAS","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","3384","","-15-","","","","","","","0","","","","","","","","","","","","","","","","","1-Oct-07","","","","","","","","","","","","","","13-Dec-06","","","","13-Dec-06","","","","","","","","","","","","","AFR,"
"906001153139","3508","UNDP","UNDP","","Asia","","Cook Islands","","CK","Land Degradation","L","L","LDC/SIDS Portfolio Project: Capacity Building for Sustainable Land Management in the Cook Islands","GEF - 3","MSP","Medium Size Project","Under Implmentation","GET","GEF Trust Fund","National Environment Service, in conjunction with the Ministry of Works.","Government","PAS","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","3395","","-15-","","","","","","","0","","","","","","","","","","","","","","","","","1-Oct-07","","","","","","","","","","","","","","8-Apr-08","","","","8-Apr-08","","","","","","","","","","","","","SIDS,"
"906001153141","3509","UNDP","UNDP","","LAC","","Trinidad and Tobago","","TT","Land Degradation","L","L","LDC/SIDS Portfolio Project: Capacity building for Sustainable Land Management in Trinidad & Tobago","GEF - 3","MSP","Medium Size Project","Under Implmentation","GET","GEF Trust Fund","MPUE","Government","PAS","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Mohamed Bakarr","","3418","","-15-","","","","","","","0","","","","","","","","","","","","","","","","","1-Oct-07","","","","","","","","","","","","","","10-Oct-05","","","","10-Oct-05","","","","","","","","","","","","","SIDS,"
"906001153143","3510","UNDP","UNDP","","AFR","","Sierra Leone","","SL","Land Degradation","L","L","LDC/SIDS Portfolio Project: Capacity Building for Sustainable Land Management in Sierra Leone","GEF - 3","MSP","Medium Size Project","Under Implmentation","GET","GEF Trust Fund","National Commission on Environment and Forestry","Government","PAS","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","3391","","-15-","","","","","","","0","","","","","","","","","","","","","","","","","1-Oct-07","","","","","","","","","","","","","","2-Jun-08","","","","2-Jun-08","","","","","","","","","","","","","AFR,"
"906001153145","3511","UNDP","UNDP","","AFR","","Sao Tome and Principe","","ST","Land Degradation","L","L","LDC/SIDS Portfolio Project: Legal and Institutional Capacity Development for the Mitigation of Soil Degradation and Deforestation in S�o Tom� & Pr�ncipe","GEF - 3","MSP","Medium Size Project","Under Implmentation","GET","GEF Trust Fund","Ministry of Natural Resources and of the Environment (MNREE)","Government","PAS","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","3389","","-15-","","","","","","","0","","","","","","","","","","","","","","","","","1-Oct-07","","","","","","","","","","","","","","12-Apr-06","","","","12-Apr-06","","","","","","","","","","","","","SIDS,"
"906001153147","3512","UNDP","UNDP","","LAC","","Grenada","","GD","Land Degradation","L","L","LDC/SIDS Portfolio Project: Capacity building and Mainstreaming of Sustainable Land","GEF - 3","MSP","Medium Size Project","Under Implmentation","GET","GEF Trust Fund","Ministry of Finance","Government","PAS","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","3412","","-15-","","","","","","","0","","","","","","","","","","","","","","","","","1-Oct-07","","","","","","","","","","","","","","4-Jun-08","","","","4-Jun-08","","","","","","","","","","","","","SIDS,"
"906001153149","3516","UNDP","UNDP","","LAC","","Guyana","","GY","Land Degradation","L","L","LDC/SIDS Portfolio Project: Capacity Development and Mainstreaming for Sustainable Land Management in Guyana","GEF - 3","MSP","Medium Size Project","Under Implmentation","GET","GEF Trust Fund","Guyana Lands and Surveys Commission","Government","PAS","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","3413","","-15-","LD-2;",";16;","","","","","0","","","","","","","","0","","","","","","505000","","","10-Oct-07","","","","","","","","","","","","","","1-Feb-08","","","","1-Feb-08","","","","","","","","","","","","","LAC,"
"906001153151","3529","UNDP","UNDP","","AFR","","Djibouti","","DJ","Land Degradation","L","L","SIP: Harmonizing support: a national program integrating water harvesting schemes and sustainable land management","GEF - 4","MSP","Medium Size Project","Under Implmentation","GET","GEF Trust Fund","Ministry of Agriculture, IFAD, WFP, FFEM, AWF/AfDB","Government","SIP","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Ulrich Apel","378397","3216","","-15-","LD-1;LD-2;",";15;16;","","","","","40500","","40500","","","","","","960000","959500","","","90000","","10635000","12741100","","17-Dec-04","21-Jan-09","","","21-Jan-09","23-May-11","","","","","","","","","","","","31-Jul-11","21-Jul-11","28-Feb-13","","","","","","","","31-Mar-09","","31-Dec-12","","AFR,"
"906001153153","3884","UNDP","UNDP","","AFR","","Burkina Faso","","BF","Land Degradation","L","L","CPP: National Subprogram for Coordination and Institutional Development on Sustainable Land Management","GEF - 3","MSP","Medium Size Project","Under Implmentation","GET","GEF Trust Fund","MECV ( ministry for the environment)","Government","CPP","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Jean-Marc Sinnassamy","239109","3968","","","LD-1;LD-2;LD-3;",";15;16;17;","","","","","0","","","","","","","","1000000","1000000","","","","","8615000","8616088","","9-Feb-09","5-Mar-09","","","5-Mar-09","17-Jul-09","","","","","","","","","","","","30-Sep-09","18-Nov-09","31-Aug-14","","","","31-Dec-15","","","","","","31-Dec-13","","AFR,"
"906001153155","3574","World Bank","World Bank","","LAC","","Colombia","","CO","Multi Focal Area","M","M;B;L;","Mainstreaming Biodiversity in Sustainable Cattle Ranching","GEF - 4","FP","Full Size Project","Under Implmentation","GET","GEF Trust Fund","Center for Research in Sustainable Agricultural Production Systems (CIPAV), Colombian Cattle Ranching Association (FEDEGAN)","NGO","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Mark Zimsky","349360","","104687","","","","","","","","220000","220000","","","","","","","7000000","","7000000","700000","","722000","33000000","","34950000","21-Dec-07","7-Jan-08","1-Apr-08","24-Apr-08","24-Apr-08","","14-Jan-10","","","","","","","","","","","30-Apr-10","2-Jul-10","23-Sep-15","","","","","","","","","","30-Apr-13","","LAC,"
"906001153157","3587","UNDP","UNDP","","LAC","","Cuba","","CU","Land Degradation","L","L","CPP Cuba: Coordination, Monitoring and Evaluation of Cuba Country Pilot Partnership on Sustainable Land Management","GEF - 3","MSP","Medium Size Project","Under Implmentation","GET","GEF Trust Fund","Technical Unit for Desertification and Drought (TUDD), under the direction of the Ministry of Science, Technology and the Environment (CITMA)","Government","CPP","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Mohamed Bakarr","","3809","","","","","","","","","0","","","","","","","","800000","800000","","","","","2826929","2826929","","26-Dec-07","","","","30-Jun-08","30-Jun-08","","","","","","","","","","","","","15-Nov-08","30-Jun-18","","","","31-Dec-19","","","","","","31-Dec-12","","SIDS,"
"906001153159","3578","UNDP","UNDP","","LAC","","Cuba","","CU","Land Degradation","L","L","CPP Cuba: Capacity Building for Planning, Decision Making and Regulatory Systems & Awareness Building/Sustainable Land Management in Severely Degraded Ecosystems","GEF - 3","FP","Full Size Project","Under Implmentation","GET","GEF Trust Fund","Technical Unit for Desertification and Drought (TUDD), under the direction of the Ministry of Science, Technology and the Environment (CITMA)","Government","CPP","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","3806","","-15-","LD-2;LD-3;",";16;17;","","","","","0","","","","","","","","3500000","","3500000","","","","25821531","","25821531","28-Dec-07","","1-Nov-05","10-Nov-05","10-Nov-05","","5-Jun-08","","","","","","","","17-Nov-08","","","","15-Nov-08","29-Jul-13","","","","31-Dec-15","","","","","","31-Dec-12","","SIDS,"
"906001153161","3483","ADB","ADB","","Asia","","China","","CN","Multi Focal Area","M","M;C;L;","PRC-GEF Partnership: Forestry and Ecological Restoration  in Three Northwest Provinces (formerly Silk Road Ecosystem Restoration Project)","GEF - 4","FP","Full Size Project","Under Implmentation","GET","GEF Trust Fund","State Forestry Administration; Provincial Governments of Xinjiang, Gansu, Shaanxi","Government","PAN","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Ulrich Apel","338106","","","-15-","LD-2;LD-3;LD-1;CC-6;",";16;17;15;14;","","","","","335000","335000","","","","","","","5120000","","5119546","545500","","545454","195200000","","176660000","26-Sep-07","19-Aug-08","1-Nov-08","13-Nov-08","13-Nov-08","","3-Aug-10","","","","","","","","","","","30-Oct-10","3-Sep-11","29-Sep-16","","","","","","","","","","30-Jun-13","","Asia,"
"906001153163","2369","IFAD","IFAD","","Asia","","China","","CN","Multi Focal Area","M","M;B;L;","PRC-GEF Partnership: An IEM Approach to the Conservation of Biodiversity in Dryland Ecosystems - under the PRC-GEF Partnership on Land Degradation in Dryland Ecosystem Program","GEF - 4","FP","Full Size Project","Under Implmentation","GET","GEF Trust Fund","Ministry of Finance and Ministry of Agriculture of the People's Republic of China","Government","PAN","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Andrea Kutter","","","","-12-1-13-","BD-3;BD-4;LD-2;LD-3;",";3;4;16;17;","","","","","350000","","","350000","","","","","4545000","","4545000","454500","","454500","25023580","","25023700","3-Oct-03","12-Nov-07","1-Apr-08","24-Apr-08","24-Apr-08","","24-Feb-09","","","","","","","","","","","30-Jun-09","15-Apr-11","15-Oct-16","","","","","","","","","","30-Nov-11","","Asia,"
"906001153165","3627","IFAD","IFAD","","Asia","","Vietnam","","VN","Multi Focal Area","M","M;B;L;","SFM: Promotion of Sustainable Forest and Land Management in the Vietnam Uplands","GEF - 4","MSP","Medium Size Project","Project Completion","GET","GEF Trust Fund","Department of Forestry, Ministry of Agriculture and Rural Development","Government","PAN","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Yoko Watanabe","332198","","","","","","","","","","100000","100000","","","","","","","654545","654545","","75455","75455","","9000000","4989500","","22-Jan-08","6-May-08","1-Apr-08","","6-May-08","15-Sep-09","","","","","","","","","8-Dec-09","","","31-Jul-10","16-Dec-10","30-Jun-14","","","","","","","","","","1-May-11","","Asia,"
"906001153167","3628","IFAD","IFAD","","REG","AFR, Asia","Regional","Algeria, Egypt, Iran, Jordan, Morocco, Tunisia, Yemen","00, DZ, EG, IR, JO, MA, TN, YE","Land Degradation","L","L","MENARID: Cross Cutting M & E Functions and Knowledge Management for INRM within the MENARID Programme Framework","GEF - 4","MSP","Medium Size Project","Under Implmentation","GET","GEF Trust Fund","IFAD","Multilateral","PAN","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Mohamed Bakarr","346313","","","","","","","","","","60000","60000","","","","","6000","","667270","667270","","66727","66727","","1600000","1600000","","22-Jan-08","5-May-08","1-Apr-08","","5-May-08","6-Jul-09","","","","","","","","","","","","31-Jan-11","15-Dec-10","31-Dec-14","","","","","","","","","","30-Jun-13","","AFR, ECA, REG,"
"906001153169","3427","UNDP","UNDP","","Asia","","Cambodia","","KH","Land Degradation","L","L","LDC/SIDS Portfolio Project: Capacitiy Building in and Mainstreaming of Sustainable Land Management in Cambodia","GEF - 4","MSP","Medium Size Project","Project Completion","GET","GEF Trust Fund","Ministry of Agriculture Forestry and Fisheries","Government","PAS","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","","","-15-","LD-2;LD-3;",";16;17;","","","","","0","","","","","","","","0","","","","","","","","","","","","","","","","8-Oct-09","","","","","","","","","","","9-Apr-08","31-Mar-11","31-Dec-10","","","","","","","","","","","Asia,"
"906001153171","5541","UNEP","UNEP","","CEX","","Global","","1W","Land Degradation","L","L","Global Support Programme: Increasing the Quantity and Improving the Quality of Information for the Review of Implementation of the UNCCD Implementation","GEF - 5","MSP","Medium Size Project","CEO Approved","GET","GEF Trust Fund","Global Mechanism","Multilateral","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Ulrich Apel","349360","","","","","","LD-4; ","","","","0","","","","","","","","2000000","2000000","","190000","190000","","2460000","2460000","","14-Aug-13","","","","25-Mar-14","25-Mar-14","","","","","","","","","","","","","","","","","","","","","","","","","","CEX,"
"906001153173","2709","IFAD","IFAD","","AFR","","Tunisia","","TN","Multi Focal Area","M","M;B;L;","MENARID: Support to Sustainable Land Management in the Siliana Governorate","GEF - 4","FP","Full Size Project","Under Implmentation","GET","GEF Trust Fund","MoA, CRDA. MoESD","Government","PAN","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Mohamed Bakarr","","","","","LD-2;BD-1;",";16;1;","","","","","350000","","","350000","","","","","5000000","","5000000","500000","","500000","22684000","","27380000","4-Feb-05","30-Jan-08","1-Apr-08","24-Apr-08","24-Apr-08","","30-Sep-08","","","","","","","","16-Oct-08","","","","13-Jan-11","31-Mar-16","","","","","","","","","","1-Jan-14","","AFR,"
"906001153175","3717","IFAD","IFAD","","LAC","","Ecuador","","EC","Multi Focal Area","M","M;B;L;","SFM Sustainable Management of Biodiversity and Water Resources in the Ibarra-San Lorenzo Corridor","GEF - 4","FP","Full Size Project","Under Implmentation","GET","GEF Trust Fund","Plan Ecuador; Ministry of Agriculture, Aquaculture and Fisheries; Ministry of Environment","NGO","PAN","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Ulrich Apel","270938","","","","BD-4;BD-5;LD-2;",";4;5;16;","","","","","100000","100000","","","","","10000","","2700000","","2700000","270000","","270000","10984000","","16050000","14-Jul-08","10-Sep-08","1-Nov-08","13-Nov-08","13-Nov-08","","7-Mar-11","","","","","","","","","","","29-Jul-11","16-Nov-11","31-Mar-17","","","","","","","","","","31-Dec-14","","LAC,"
"906001153177","3774","World Bank","World Bank","","ECA","","Montenegro","","ME","Land Degradation","L","L","Montenegro Institutional Development and Agriculture Strengthening (MIDAS)","GEF - 4","FP","Full Size Project","Under Implmentation","GET","GEF Trust Fund","Ministry of Agriculture, Forestry, and Water Management","Government","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Mohamed Bakarr","","","110602","","","","","","","","0","","","","","","","","4000000","","4000000","400000","","400000","22400000","","17900000","9-Sep-08","16-Sep-08","1-Nov-08","13-Nov-08","13-Nov-08","","23-Feb-09","","","","","","","","","","","31-May-09","23-Jul-09","30-Jun-15","","","","","","","","","","31-Dec-11","","ECA,"
"906001153179","2184","UNEP","UNEP","","AFR","","Regional","Ghana, Morocco, Uganda, South Africa","00, GH, MA, ZA, UG","Land Degradation","L","L","SIP: Stimulating Community Initiatives in Sustainable Land Management (SCI-SLM)","GEF - 4","MSP","Medium Size Project","Under Implmentation","GET","GEF Trust Fund","CIS (Centre for International Cooperation, Vrije Universiteit Amsterdam, The Netherlands) in cooperation with PLAAS ( Programme for Land and Agrarian Studies, University of Western Cape, South Africa) .","NGO","SIP","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Mohamed Bakarr","","","","-15-","LD-2;IW-1;",";16;18;","","","","","25000","","25000","","","","","","912391","912391","","0","","","1182181","948000","","4-Jul-03","11-Mar-08","","","11-Mar-08","16-Jun-09","","","","","","","","","22-Oct-09","","","30-Oct-09","1-Sep-09","31-Dec-14","","","","","","","","","","31-Dec-12","1-Oct-12","AFR, REG,"
"906001153181","4806","UNEP","UNEP","","CEX","","Global","","1W","Land Degradation","L","L","A Global Initiative on Landscapes for People, Food and Nature","GEF - 5","MSP","Medium Size Project","Under Implmentation","GET","GEF Trust Fund","EcoAgriculture Partners","NGO","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Mohamed Bakarr","226576","","","","","","LD-1; LD-1; LD-1; LD-3; LD-3; LD-4; ","","","","0","","","","","","","","1000000","1000000","","100000","100000","","2621868","2621868","","18-Jan-12","","","","16-Feb-12","16-Feb-12","","","","","","","","","15-Mar-12","","","","1-Mar-12","31-Dec-14","","","","","","","","","","","","CEX,"
"906001153183","2929","UNDP","UNDP","","LAC","","Regional","Dominican Republic, Haiti","00, DO, HT","Multi Focal Area","M","M;L;I;","Reducing Conflicting Water Uses in the Artibonite River Basin through Development and Adoption of a Multi-focal Area Strategic Action Programme","GEF - 4","FP","Full Size Project","Under Implmentation","GET","GEF Trust Fund","Dominican Secretariat of Environment and Natural Resources, Haitian Ministry of Environment, Haitian Ministry of Agriculture, FAO, Oxfam-Quebec","Government","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Christian Severin","239109","2890","","-15-9-","IW-4;LD-2;",";21;16;","","","","","700000","","","700000","","","","","3080000","","3080000","378000","","378000","7100000","","7180000","","30-May-08","1-Jun-08","28-Jul-08","28-Jul-08","","4-May-09","","","","","","","","","","","29-May-09","17-Aug-09","30-Jun-12","","","","31-Dec-15","","","","","","31-Dec-13","","SIDS, REG,"
